,Restaurant_Recreaction,Grocery_Pharmacy,Retail
2020-01-09,236219.0,103945.0,492231.0
2020-01-10,265886.0,112466.0,539859.0
2020-01-11,287640.0,121936.0,582165.0
2020-01-12,212431.0,107219.0,434163.0
2020-01-13,196443.0,96555.0,429066.0
2020-01-14,198705.0,88702.0,412150.0
2020-01-15,231981.0,102315.0,485715.0
2020-01-16,232683.0,96877.0,476428.0
2020-01-17,268257.0,100039.0,520057.0
2020-01-18,290816.0,119803.0,582767.0
2020-01-19,245635.0,107657.0,476750.0
2020-01-20,224135.0,103559.0,475119.0
2020-01-21,201839.0,86351.0,411285.0
2020-01-22,214111.0,88956.0,448535.0
2020-01-23,218826.0,91276.0,444609.0
2020-01-24,278566.0,104994.0,550100.0
2020-01-25,262113.0,98740.0,506040.0
2020-01-26,216937.0,97859.0,425324.0
2020-01-27,204816.0,96573.0,440563.0
2020-01-28,187958.0,79660.0,386274.0
2020-01-29,198311.0,84084.0,410555.0
2020-01-30,221638.0,89794.0,444600.0
2020-01-31,264054.0,109732.0,536477.0
2020-02-01,298048.0,122042.0,589322.0
2020-02-02,191967.0,101074.0,396609.0
2020-02-03,189932.0,87843.0,402394.0
2020-02-04,187633.0,77416.0,376572.0
2020-02-05,181933.0,74481.0,368670.0
2020-02-06,195481.0,76744.0,391708.0
2020-02-07,251458.0,90689.0,486200.0
2020-02-08,281871.0,108029.0,548587.0
2020-02-09,202891.0,96733.0,405210.0
2020-02-10,183297.0,86873.0,391684.0
2020-02-11,180730.0,79088.0,372604.0
2020-02-12,188056.0,83724.0,392185.0
2020-02-13,206172.0,95852.0,430638.0
2020-02-14,269199.0,102631.0,521449.0
2020-02-15,264123.0,97192.0,508657.0
2020-02-16,212375.0,87238.0,401131.0
2020-02-17,191268.0,82126.0,392194.0
2020-02-18,178459.0,72337.0,357828.0
2020-02-19,186953.0,74781.0,374513.0
2020-02-20,200401.0,79521.0,405102.0
2020-02-21,248073.0,85859.0,477121.0
2020-02-22,273073.0,96601.0,520786.0
2020-02-23,204533.0,91388.0,400731.0
2020-02-24,180758.0,84343.0,385396.0
2020-02-25,157957.0,64448.0,322578.0
2020-02-26,218321.0,90092.0,444445.0
2020-02-27,220298.0,87709.0,444012.0
2020-02-28,258615.0,95424.0,503982.0
2020-02-29,189242.0,77779.0,387055.0
2020-03-01,208447.0,97109.0,416577.0
2020-03-02,185375.0,89803.0,396882.0
2020-03-03,199083.0,84150.0,396450.0
2020-03-04,188197.0,78423.0,375309.0
2020-03-05,210856.0,88230.0,421899.0
2020-03-06,251642.0,93872.0,483301.0
2020-03-07,257450.0,99709.0,495684.0
2020-03-08,202290.0,84478.0,379129.0
2020-03-09,189685.0,84189.0,385692.0
2020-03-10,196044.0,80314.0,389477.0
2020-03-11,196403.0,91568.0,405205.0
2020-03-12,193196.0,116664.0,432196.0
2020-03-13,206680.0,126704.0,471934.0
2020-03-14,177787.0,91929.0,386190.0
2020-03-15,142522.0,78500.0,302706.0
2020-03-16,137449.0,90843.0,330128.0
2020-03-17,116283.0,85901.0,296470.0
2020-03-18,111253.0,81483.0,281931.0
2020-03-19,109023.0,82237.0,277928.0
2020-03-20,85971.0,71261.0,229283.0
2020-03-21,58391.0,49268.0,156580.0
2020-03-22,76996.0,65913.0,192870.0
2020-03-23,98129.0,73318.0,249715.0
2020-03-24,103484.0,78304.0,262048.0
2020-03-25,89102.0,62324.0,218865.0
2020-03-26,82132.0,55711.0,197467.0
2020-03-27,91616.0,59762.0,215018.0
2020-03-28,80199.0,62421.0,197588.0
2020-03-29,69839.0,55276.0,165261.0
2020-03-30,79878.0,57280.0,198941.0
2020-03-31,88888.0,60055.0,213231.0
2020-04-01,92722.0,61387.0,221139.0
2020-04-02,87529.0,60208.0,213737.0
2020-04-03,99014.0,67008.0,238758.0
2020-04-04,77804.0,65297.0,200260.0
2020-04-05,66953.0,55249.0,164099.0
2020-04-06,74524.0,54305.0,188746.0
2020-04-07,79280.0,54568.0,194381.0
2020-04-08,82110.0,55020.0,199399.0
2020-04-09,86137.0,58721.0,210826.0
